Note,Source Name,Source URL,Date Added,Creator
"Cyclone Yasi has battered the state of Queensland in north-eastern Australia, leaving a trail of destruction.",BBC News - Queensland survives Cyclone Yasi with no known deaths,http://www.bbc.co.uk/news/world-asia-pacific-12351647,03 Feb 11,jimmy
